liste_des_candidats,nuances,voix,percent_inscrits,percent_exprimes,elu_e,dep,circo,link
M. Pierre POMA,RN,18 121,"19,48","41,71",Non,82,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/082/08201.html
Mme Marine HAMELET,RN,23 678,"24,58","54,99",Oui,82,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/082/08202.html
M. Christian ASTRUC,ENS,19 384,"20,12","45,01",Non,82,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/082/08202.html
M. Yannick CHENEVARD,ENS,15 649,"21,65","53,49",Oui,83,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08301.html
M. Amaury NAVARRANNE,RN,13 606,"18,82","46,51",Non,83,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08301.html
Mme Laure LAVALETTE,RN,19 756,"21,36","51,64",Oui,83,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08302.html
M. Ange MUSSO,ENS,18 504,"20,00","48,36",Non,83,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08302.html
M. Stephane RAMBAUD,RN,23 307,"22,39","50,42",Oui,83,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08303.html
Mme Isabelle MONFORT,ENS,22 921,"22,02","49,58",Non,83,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08303.html
M. Philippe LOTTIAUX,RN,25 581,"22,76","53,65",Oui,83,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08304.html
Mme Sereine MAUBORGNE,ENS,22 098,"19,66","46,35",Non,83,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08304.html
Mme Julie LECHANTEUX,RN,24 342,"23,92","55,98",Oui,83,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08305.html
M. Philippe MICHEL-KLEISBAUER,ENS,19 142,"18,81","44,02",Non,83,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08305.html
M. Frank GILETTI,RN,30 241,"23,71","56,63",Oui,83,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08306.html
Mme Valérie GOMEZ-BASSAC,ENS,23 164,"18,16","43,37",Non,83,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08306.html
M. Frédéric BOCCALETTI,RN,22 311,"21,21","52,05",Oui,83,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08307.html
Mme Cécile MUSCHOTTI,ENS,20 557,"19,54","47,95",Non,83,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08307.html
M. Philippe SCHRECK,RN,25 576,"23,43","54,93",Oui,83,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08308.html
M. Fabien MATRAS,ENS,20 988,"19,22","45,07",Non,83,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/083/08308.html
M. Joris HEBRARD,RN,14 721,"19,95","51,14",Oui,84,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/084/08401.html
M. Farid FARYSSY,NUP,14 065,"19,06","48,86",Non,84,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/084/08401.html
Mme Bénédicte AUZANOT,RN,19 210,"22,38","52,18",Oui,84,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/084/08402.html
Mme Sylvie VIALA,ENS,17 608,"20,51","47,82",Non,84,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/084/08402.html
M. Hervé DE LÉPINAU,RN,19 604,"24,86","58,82",Oui,84,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/084/08403.html
M. Adrien MORENAS,ENS,13 723,"17,40","41,18",Non,84,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/084/08403.html
Mme Marie-France LORHO,RN,21 878,"24,20","56,96",Oui,84,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/084/08404.html
Mme Violaine RICHARD,ENS,16 529,"18,28","43,04",Non,84,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/084/08404.html
M. Jean-François LOVISOLO,ENS,18 564,"22,00","50,81",Oui,84,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/084/08405.html
Mme Marie THOMAS DE MALEVILLE,RN,17 975,"21,30","49,19",Non,84,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/084/08405.html
M. Philippe LATOMBE,ENS,27 887,"23,50","56,74",Oui,85,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/085/08501.html
Mme Lucie ETONNO,NUP,21 266,"17,92","43,26",Non,85,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/085/08501.html
Mme Béatrice BELLAMY,ENS,28 722,"25,61","58,42",Oui,85,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/085/08502.html
M. Nicolas HELARY,NUP,20 441,"18,22","41,58",Non,85,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/085/08502.html
M. Stéphane BUCHOU,ENS,36 145,"26,72","61,48",Oui,85,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/085/08503.html
Mme Corinne FILLET,RN,22 644,"16,74","38,52",Non,85,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/085/08503.html
Mme Véronique BESSE,DVD,23 336,"22,72","59,69",Oui,85,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/085/08504.html
Mme Martine LEGUILLE-BALLOY,ENS,15 761,"15,35","40,31",Non,85,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/085/08504.html
M. Pierre HENRIET,ENS,22 296,"26,51","60,94",Oui,85,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/085/08505.html
Mme Isabelle MAGNIN,RN,14 291,"16,99","39,06",Non,85,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/085/08505.html
Mme Lisa BELLUCO,NUP,18 918,"23,47","51,36",Oui,86,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/086/08601.html
Mme Françoise BALLET-BLU,ENS,17 917,"22,23","48,64",Non,86,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/086/08601.html
M. Sacha HOULIÉ,ENS,20 267,"25,49","51,19",Oui,86,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/086/08602.html
Mme Valérie SOUMAILLE,NUP,19 325,"24,30","48,81",Non,86,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/086/08602.html
M. Pascal LECAMP,ENS,17 496,"23,97","54,14",Oui,86,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/086/08603.html
M. Eric SOULAT,RN,14 823,"20,30","45,86",Non,86,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/086/08603.html
M. Nicolas TURQUOIS,ENS,16 938,"22,92","54,58",Oui,86,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/086/08604.html
Mme Marion LATUS,RN,14 098,"19,08","45,42",Non,86,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/086/08604.html
M. Damien MAUDET,NUP,20 710,"24,56","53,41",Oui,87,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/087/08701.html
Mme Sophie BEAUDOUIN HUBIERE,ENS,18 065,"21,43","46,59",Non,87,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/087/08701.html
M. Stéphane DELAUTRETTE,NUP,26 730,"27,22","61,47",Oui,87,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/087/08702.html
Mme Sabrina MINGUET,RN,16 757,"17,07","38,53",Non,87,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/087/08702.html
Mme Manon MEUNIER,NUP,19 551,"23,83","52,10",Oui,87,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/087/08703.html
M. Geoffroy SARDIN,ENS,17 976,"21,91","47,90",Non,87,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/087/08703.html
M. Stéphane VIRY,LR,21 448,"27,93","67,23",Oui,88,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/088/08801.html
Mme Emmie MOONS,RN,10 453,"13,61","32,77",Non,88,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/088/08801.html
M. David VALENCE,ENS,15 823,"21,81","50,55",Oui,88,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/088/08802.html
M. Gaëtan DUSSAUSAYE,RN,15 481,"21,34","49,45",Non,88,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/088/08802.html
M. Christophe NAEGELEN,DVD,21 035,"32,90","74,27",Oui,88,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/088/08803.html
M. Pierre FRANÇOIS,RN,7 288,"11,40","25,73",Non,88,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/088/08803.html
M. Jean-Jacques GAULTIER,LR,15 440,"23,65","51,92",Oui,88,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/088/08804.html
M. Sébastien HUMBERT,RN,14 300,"21,90","48,08",Non,88,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/088/08804.html
M. Daniel GRENON,RN,16 864,"22,26","51,10",Oui,89,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/089/08901.html
Mme Florence LOURY,NUP,16 135,"21,30","48,90",Non,89,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/089/08901.html
M. André VILLIERS,ENS,16 750,"22,80","51,33",Oui,89,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/089/08902.html
Mme Audrey LOPEZ,RN,15 883,"21,62","48,67",Non,89,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/089/08902.html
M. Julien ODOUL,RN,21 429,"23,88","55,84",Oui,89,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/089/08903.html
Mme Michèle CROUZET,ENS,16 949,"18,89","44,16",Non,89,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/089/08903.html
M. Ian BOUCARD,LR,12 037,"25,21","61,61",Oui,90,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/090/09001.html
M. Christophe SOUSTELLE,RN,7 500,"15,71","38,39",Non,90,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/090/09001.html
M. Florian CHAUCHE,NUP,9 476,"20,38","51,37",Oui,90,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/090/09002.html
Mme Sophie CARNICER,RN,8 971,"19,29","48,63",Non,90,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/090/09002.html
Mme Farida AMRANI,NUP,15 471,"21,05","59,84",Oui,91,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09101.html
M. Medhy ZEGHOUF,ENS,10 383,"14,13","40,16",Non,91,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09101.html
Mme Nathalie DA CONCEICAO CARVALHO,RN,19 607,"21,32","53,27",Oui,91,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09102.html
M. Mathieu HILLAIRE,NUP,17 203,"18,71","46,73",Non,91,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09102.html
M. Alexis IZARD,ENS,22 706,"23,00","51,18",Oui,91,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09103.html
M. Steevy GUSTAVE,NUP,21 659,"21,94","48,82",Non,91,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09103.html
Mme Marie-Pierre RIXAIN,ENS,24 962,"25,28","55,65",Oui,91,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09104.html
M. Amadou DEME,NUP,19 891,"20,15","44,35",Non,91,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09104.html
M. Paul MIDY,ENS,18 687,"27,29","50,03",Oui,91,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09105.html
M. Cédric VILLANI,NUP,18 668,"27,26","49,97",Non,91,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09105.html
M. Jérôme GUEDJ,NUP,21 213,"25,48","53,36",Oui,91,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09106.html
Mme Amélie DE MONTCHALIN,ENS,18 543,"22,27","46,64",Non,91,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09106.html
M. Robin REDA,ENS,15 935,"21,66","50,34",Oui,91,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09107.html
Mme Claire LEJEUNE,NUP,15 721,"21,37","49,66",Non,91,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09107.html
M. Nicolas DUPONT-AIGNAN,DSV,19 306,"25,41","57,26",Oui,91,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09108.html
Mme Emilie CHAZETTE-GUILLET,NUP,14 413,"18,97","42,74",Non,91,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09108.html
Mme Marie GUÉVENOUX,ENS,17 005,"21,60","51,27",Oui,91,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09109.html
Mme Nadhera BELETRECHE,NUP,16 164,"20,53","48,73",Non,91,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09109.html
M. Antoine LÉAUMENT,NUP,13 321,"21,54","55,21",Oui,91,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09110.html
Mme Nadia CARCASSET,ENS,10 809,"17,48","44,79",Non,91,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/091/09110.html
Mme Elsa FAUCILLON,NUP,16 934,"25,72","70,17",Oui,92,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09201.html
Mme Marie-Ange BADIN,ENS,7 200,"10,94","29,83",Non,92,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09201.html
Mme Francesca PASQUINI,NUP,13 995,"20,06","35,55",Oui,92,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09202.html
Mme Baï-Audrey ACHIDI,ENS,13 464,"19,30","34,21",Non,92,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09202.html
Mme Marie-Do AESCHLIMANN,LR,11 903,"17,06","30,24",Non,92,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09202.html
M. Philippe JUVIN,LR,17 083,"20,66","38,00",Oui,92,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09203.html
Mme Aurélie TAQUILLAIN,ENS,16 757,"20,26","37,27",Non,92,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09203.html
Mme Sara TIJ,NUP,11 117,"13,44","24,73",Non,92,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09203.html
Mme Sabrina SEBAIHI,NUP,18 520,"22,87","51,00",Oui,92,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09204.html
Mme Isabelle FLORENNES,ENS,17 795,"21,97","49,00",Non,92,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09204.html
Mme Céline CALVEZ,ENS,21 584,"28,56","59,73",Oui,92,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09205.html
Mme Léa DRUET,NUP,14 554,"19,26","40,27",Non,92,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09205.html
Mme Constance LE GRIP,ENS,27 688,"36,30","74,19",Oui,92,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09206.html
Mme Julie BARBAUX,NUP,9 632,"12,63","25,81",Non,92,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09206.html
M. Pierre CAZENEUVE,ENS,30 710,"34,93","72,06",Oui,92,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09207.html
M. Sandro RATO,NUP,11 906,"13,54","27,94",Non,92,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09207.html
Mme Prisca THEVENOT,ENS,23 431,"34,43","65,75",Oui,92,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09208.html
Mme Annie LARROQUE COMOY,NUP,12 204,"17,93","34,25",Non,92,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09208.html
M. Emmanuel PELLERIN,ENS,15 838,"24,96","53,91",Oui,92,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09209.html
M. Pascal LOUAP,LR,13 542,"21,34","46,09",Non,92,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09209.html
M. Gabriel ATTAL,ENS,24 047,"30,23","59,85",Oui,92,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09210.html
Mme Cécile SOUBELET,NUP,16 130,"20,28","40,15",Non,92,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09210.html
M. Aurélien SAINTOUL,NUP,19 583,"27,66","54,76",Oui,92,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09211.html
Mme Laurianne ROSSI,ENS,16 181,"22,86","45,24",Non,92,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09211.html
M. Jean-Louis BOURLANGES,ENS,27 386,"29,33","57,53",Oui,92,12,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09212.html
Mme Cathy THOMAS,NUP,20 221,"21,65","42,47",Non,92,12,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09212.html
Mme Maud BREGEON,ENS,27 864,"30,94","59,11",Oui,92,13,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09213.html
M. Brice GAILLARD,NUP,19 272,"21,40","40,89",Non,92,13,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/092/09213.html
M. Eric COQUEREL,NUP,17 455,"25,95","71,69",Oui,93,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09301.html
Mme Jeanne DROMARD,ENS,6 894,"10,25","28,31",Non,93,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09301.html
M. Stéphane PEU,NUP,13 180,"23,90","78,70",Oui,93,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09302.html
Mme Anaïs BROOD,ENS,3 567,"6,47","21,30",Non,93,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09302.html
M. Thomas PORTES,NUP,17 085,"22,58","53,96",Oui,93,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09303.html
M. Patrice ANATO,ENS,14 580,"19,27","46,04",Non,93,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09303.html
Mme Soumya BOUROUAHA,NUP,12 832,"19,70","100,00",Oui,93,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09304.html
Mme Raquel GARRIDO,NUP,13 107,"20,09","53,50",Oui,93,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09305.html
M. Jean-Christophe LAGARDE,UDI,11 394,"17,46","46,50",Non,93,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09305.html
M. Bastien LACHAUD,NUP,16 046,"27,61","75,40",Oui,93,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09306.html
Mme Yasmina BAZIZ,ENS,5 236,"9,01","24,60",Non,93,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09306.html
M. Alexis CORBIÈRE,NUP,22 718,"28,16","62,94",Oui,93,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09307.html
Mme Marie-Laure BROSSIER,ENS,5 773,"7,16","15,99",Non,93,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09307.html
M. Karim YAGOUBI-MOROCHO,RN,1 735,"2,15","4,81",Non,93,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09307.html
Mme Choukri YONIS,DVG,1 562,"1,94","4,33",Non,93,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09307.html
Mme Catherine DEHAY,ECO,961,"1,19","2,66",Non,93,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09307.html
Mme Myriam MEHIDI,REC,872,"1,08","2,42",Non,93,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09307.html
Mme Madina BOUCABEILLE,UDI,799,"0,99","2,21",Non,93,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09307.html
M. Hamid CHAIR,RDG,681,"0,84","1,89",Non,93,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09307.html
Mme Aurélie JOCHAUD,DXG,525,"0,65","1,45",Non,93,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09307.html
Mme Jeanne MONTAGNON,ECO,239,"0,30","0,66",Non,93,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09307.html
Mme Christel KEISER,DXG,229,"0,28","0,63",Non,93,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09307.html
Mme Fatiha KELOUA HACHI,NUP,13 169,"21,36","53,57",Oui,93,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09308.html
Mme Sylvie CHARRIERE,ENS,11 413,"18,51","46,43",Non,93,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09308.html
Mme Aurélie TROUVÉ,NUP,20 285,"27,51","69,24",Oui,93,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09309.html
M. Alexandre SAADA,ENS,9 010,"12,22","30,76",Non,93,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09309.html
Mme Nadège ABOMANGOLI,NUP,14 228,"20,54","55,53",Oui,93,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09310.html
M. Alain RAMADIER,LR,11 394,"16,45","44,47",Non,93,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09310.html
Mme Clémentine AUTAIN,NUP,11 296,"17,81","100,00",Oui,93,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09311.html
M. Jérôme LEGAVRE,NUP,11 677,"17,85","51,11",Oui,93,12,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09312.html
M. Stéphane TESTÉ,ENS,11 171,"17,08","48,89",Non,93,12,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/093/09312.html
M. Frédéric DESCROZAILLE,ENS,23 949,"28,12","59,09",Oui,94,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09401.html
M. Thierry GUINTRAND,NUP,16 581,"19,47","40,91",Non,94,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09401.html
Mme Clémence GUETTÉ,NUP,16 523,"24,99","64,20",Oui,94,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09402.html
M. Jean François MBAYE,ENS,9 213,"13,94","35,80",Non,94,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09402.html
M. Louis BOYARD,NUP,15 087,"20,37","51,98",Oui,94,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09403.html
M. Laurent SAINT-MARTIN,ENS,13 940,"18,83","48,02",Non,94,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09403.html
Mme Maud PETIT,ENS,18 050,"24,37","55,98",Oui,94,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09404.html
Mme Mirabelle LEMAIRE,NUP,14 192,"19,16","44,02",Non,94,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09404.html
M. Mathieu LEFEVRE,ENS,23 010,"25,48","56,47",Oui,94,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09405.html
M. Julien LEGER,NUP,17 739,"19,65","43,53",Non,94,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09405.html
M. Guillaume GOUFFIER-CHA,ENS,23 416,"28,51","54,36",Oui,94,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09406.html
Mme May BOUHADA,NUP,19 661,"23,94","45,64",Non,94,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09406.html
Mme Rachel KEKE,NUP,14 663,"22,13","50,30",Oui,94,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09407.html
Mme Roxana MARACINEANU,ENS,14 486,"21,86","49,70",Non,94,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09407.html
M. Michel HERBILLON,LR,25 641,"32,65","63,27",Oui,94,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09408.html
M. Erik PAGÈS,NUP,14 884,"18,95","36,73",Non,94,08,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09408.html
Mme Isabelle SANTIAGO,NUP,13 771,"25,42","67,25",Oui,94,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09409.html
M. Jonathan ROSENBLUM,ENS,6 707,"12,38","32,75",Non,94,09,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09409.html
Mme Mathilde PANOT,NUP,18 739,"27,91","67,63",Oui,94,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09410.html
M. Philippe HARDOUIN,ENS,8 969,"13,36","32,37",Non,94,10,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09410.html
Mme Sophie TAILLÉ-POLIAN,NUP,17 977,"27,66","63,32",Oui,94,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09411.html
M. Erwann CALVEZ,ENS,10 413,"16,02","36,68",Non,94,11,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/094/09411.html
Mme Emilie CHANDLER,ENS,18 777,"22,69","52,53",Oui,95,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/095/09501.html
Mme Leïla IVORRA,NUP,16 969,"20,51","47,47",Non,95,01,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/095/09501.html
M. Guillaume VUILLETET,ENS,17 462,"22,34","53,25",Oui,95,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/095/09502.html
Mme Sylvie GEOFFROY-MARTIN,NUP,15 333,"19,61","46,75",Non,95,02,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/095/09502.html
Mme Cécile RILHAC,ENS,21 200,"22,42","52,16",Oui,95,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/095/09503.html
Mme Carine PELEGRIN,NUP,19 442,"20,56","47,84",Non,95,03,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/095/09503.html
Mme Naïma MOUTCHOU,ENS,17 869,"23,65","53,43",Oui,95,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/095/09504.html
Mme Karine LACOUTURE,NUP,15 575,"20,61","46,57",Non,95,04,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/095/09504.html
M. Paul VANNIER,NUP,15 645,"22,58","63,71",Oui,95,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/095/09505.html
Mme Fiona LAZAAR,ENS,8 913,"12,86","36,29",Non,95,05,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/095/09505.html
Mme Estelle FOLEST,ENS,17 245,"22,89","53,47",Oui,95,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/095/09506.html
Mme Gabrielle CATHALA,NUP,15 006,"19,91","46,53",Non,95,06,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/095/09506.html
M. Dominique DA SILVA,ENS,13 936,"20,08","50,37",Oui,95,07,https://www.resultats-elections.interieur.gouv.fr/legislatives-2022/095/09507.html
